idea_id,focus_area,idea_type,title,idea,persona,surface,mechanic,target_outcome,revenue_potential,lead_quality_impact,effort,effort_inverse,confidence,composite_score,phase
C09260,premium_feature_polish,assistive_ai,Premium Feature Polish: Intent Detection for lead capture form,Build a assistive_ai upgrade targeting founder on lead capture form using intent detection to faster experiment cycles.,founder,lead_capture_form,intent_detection,faster_experiment_cycles,84,80,49,51,76,75.2,P2
C09261,premium_feature_polish,automation,Premium Feature Polish: Fallback Recovery for lead capture form,Build a automation upgrade targeting founder on lead capture form using fallback recovery to improve mql to sql.,founder,lead_capture_form,fallback_recovery,improve_mql_to_sql,92,62,33,67,85,78.45,P1
C09262,premium_feature_polish,governance,Premium Feature Polish: Fallback Recovery for lead capture form,Build a governance upgrade targeting founder on lead capture form using fallback recovery to improve mql to sql.,founder,lead_capture_form,fallback_recovery,improve_mql_to_sql,68,62,58,42,90,64.6,P3
C09263,premium_feature_polish,qa_guardrail,Premium Feature Polish: Fallback Recovery for lead capture form,Build a qa_guardrail upgrade targeting founder on lead capture form using fallback recovery to improve mql to sql.,founder,lead_capture_form,fallback_recovery,improve_mql_to_sql,83,58,62,38,57,63.85,P3
C09264,premium_feature_polish,governance,Premium Feature Polish: Fallback Recovery for lead capture form,Build a governance upgrade targeting founder on lead capture form using fallback recovery to reduce cac.,founder,lead_capture_form,fallback_recovery,reduce_cac,79,49,70,30,58,58.55,P3
C09265,premium_feature_polish,integration,Premium Feature Polish: Fallback Recovery for lead capture form,Build a integration upgrade targeting founder on lead capture form using fallback recovery to lower cpc.,founder,lead_capture_form,fallback_recovery,lower_cpc,74,58,61,39,66,61.8,P3
C09266,premium_feature_polish,feature,Premium Feature Polish: Fallback Recovery for lead capture form,Build a feature upgrade targeting founder on lead capture form using fallback recovery to higher arpu.,founder,lead_capture_form,fallback_recovery,higher_arpu,69,89,57,43,50,65.95,P3
C09267,premium_feature_polish,playbook,Premium Feature Polish: Fallback Recovery for lead capture form,Build a playbook upgrade targeting founder on lead capture form using fallback recovery to higher arpu.,founder,lead_capture_form,fallback_recovery,higher_arpu,79,52,75,25,68,59.8,P3
C09268,premium_feature_polish,analytics,Premium Feature Polish: Fallback Recovery for lead capture form,Build a analytics upgrade targeting founder on lead capture form using fallback recovery to better upgrade conversion.,founder,lead_capture_form,fallback_recovery,better_upgrade_conversion,75,78,47,53,68,70.3,P2
C09269,premium_feature_polish,workflow,Premium Feature Polish: Tone Adaptation for lead capture form,Build a workflow upgrade targeting founder on lead capture form using tone adaptation to increase demo bookings.,founder,lead_capture_form,tone_adaptation,increase_demo_bookings,70,69,46,54,76,67.45,P2
C09270,premium_feature_polish,qa_guardrail,Premium Feature Polish: Tone Adaptation for lead capture form,Build a qa_guardrail upgrade targeting founder on lead capture form using tone adaptation to increase pipeline velocity.,founder,lead_capture_form,tone_adaptation,increase_pipeline_velocity,89,81,77,23,87,73.5,P2
C09271,premium_feature_polish,playbook,Premium Feature Polish: Tone Adaptation for lead capture form,Build a playbook upgrade targeting founder on lead capture form using tone adaptation to reduce churn risk.,founder,lead_capture_form,tone_adaptation,reduce_churn_risk,90,69,39,61,80,77.45,P2
C09272,premium_feature_polish,workflow,Premium Feature Polish: Tone Adaptation for lead capture form,Build a workflow upgrade targeting founder on lead capture form using tone adaptation to improve data quality.,founder,lead_capture_form,tone_adaptation,improve_data_quality,77,38,53,47,74,60.8,P3
C09273,premium_feature_polish,optimization,Premium Feature Polish: Tone Adaptation for lead capture form,Build a optimization upgrade targeting founder on lead capture form using tone adaptation to higher arpu.,founder,lead_capture_form,tone_adaptation,higher_arpu,78,69,49,51,56,67.05,P2
C09274,premium_feature_polish,assistive_ai,Premium Feature Polish: Tone Adaptation for lead capture form,Build a assistive_ai upgrade targeting founder on lead capture form using tone adaptation to higher arpu.,founder,lead_capture_form,tone_adaptation,higher_arpu,77,62,49,51,75,67.75,P2
C09275,premium_feature_polish,automation,Premium Feature Polish: Routing Logic for lead capture form,Build a automation upgrade targeting founder on lead capture form using routing logic to increase demo bookings.,founder,lead_capture_form,routing_logic,increase_demo_bookings,70,77,58,42,75,66.9,P2
C09276,premium_feature_polish,analytics,Premium Feature Polish: Routing Logic for lead capture form,Build a analytics upgrade targeting founder on lead capture form using routing logic to raise trial to paid.,founder,lead_capture_form,routing_logic,raise_trial_to_paid,76,55,54,46,63,62.8,P3
C09277,premium_feature_polish,automation,Premium Feature Polish: Routing Logic for lead capture form,Build a automation upgrade targeting founder on lead capture form using routing logic to reduce cac.,founder,lead_capture_form,routing_logic,reduce_cac,100,74,50,50,74,79.6,P1
C09278,premium_feature_polish,qa_guardrail,Premium Feature Polish: Routing Logic for lead capture form,Build a qa_guardrail upgrade targeting founder on lead capture form using routing logic to reduce cac.,founder,lead_capture_form,routing_logic,reduce_cac,94,63,71,29,78,70.85,P2
C09279,premium_feature_polish,feature,Premium Feature Polish: Routing Logic for lead capture form,Build a feature upgrade targeting founder on lead capture form using routing logic to improve ad ctr.,founder,lead_capture_form,routing_logic,improve_ad_ctr,100,72,37,63,59,79.45,P1
C09280,premium_feature_polish,governance,Premium Feature Polish: Routing Logic for lead capture form,Build a governance upgrade targeting founder on lead capture form using routing logic to improve ad ctr.,founder,lead_capture_form,routing_logic,improve_ad_ctr,91,62,47,53,60,71.5,P2
C09281,premium_feature_polish,qa_guardrail,Premium Feature Polish: Routing Logic for lead capture form,Build a qa_guardrail upgrade targeting founder on lead capture form using routing logic to improve ad ctr.,founder,lead_capture_form,routing_logic,improve_ad_ctr,81,82,44,56,80,76.1,P2
C09282,premium_feature_polish,optimization,Premium Feature Polish: Routing Logic for lead capture form,Build a optimization upgrade targeting founder on lead capture form using routing logic to increase pipeline velocity.,founder,lead_capture_form,routing_logic,increase_pipeline_velocity,98,53,89,11,58,63.35,P3
C09283,premium_feature_polish,analytics,Premium Feature Polish: Routing Logic for lead capture form,Build a analytics upgrade targeting founder on lead capture form using routing logic to reduce churn risk.,founder,lead_capture_form,routing_logic,reduce_churn_risk,83,87,60,40,73,73.9,P2
C09284,premium_feature_polish,optimization,Premium Feature Polish: Routing Logic for lead capture form,Build a optimization upgrade targeting founder on lead capture form using routing logic to improve data quality.,founder,lead_capture_form,routing_logic,improve_data_quality,78,75,64,36,75,68.4,P2
C09285,premium_feature_polish,assistive_ai,Premium Feature Polish: Routing Logic for lead capture form,Build a assistive_ai upgrade targeting founder on lead capture form using routing logic to improve data quality.,founder,lead_capture_form,routing_logic,improve_data_quality,84,39,60,40,68,61.55,P3
C09286,premium_feature_polish,automation,Premium Feature Polish: Routing Logic for lead capture form,Build a automation upgrade targeting founder on lead capture form using routing logic to faster experiment cycles.,founder,lead_capture_form,routing_logic,faster_experiment_cycles,79,59,80,20,73,61.3,P3
C09287,premium_feature_polish,governance,Premium Feature Polish: Routing Logic for lead capture form,Build a governance upgrade targeting founder on lead capture form using routing logic to faster experiment cycles.,founder,lead_capture_form,routing_logic,faster_experiment_cycles,75,86,62,38,74,70.2,P2
C09288,premium_feature_polish,automation,Premium Feature Polish: Routing Logic for lead capture form,Build a automation upgrade targeting founder on lead capture form using routing logic to better upgrade conversion.,founder,lead_capture_form,routing_logic,better_upgrade_conversion,66,51,41,59,53,58.9,P3
C09289,premium_feature_polish,integration,Premium Feature Polish: Auto Enrichment for lead capture form,Build a integration upgrade targeting founder on lead capture form using auto enrichment to improve mql to sql.,founder,lead_capture_form,auto_enrichment,improve_mql_to_sql,73,74,37,63,54,68.4,P2
C09290,premium_feature_polish,feature,Premium Feature Polish: Auto Enrichment for lead capture form,Build a feature upgrade targeting founder on lead capture form using auto enrichment to raise trial to paid.,founder,lead_capture_form,auto_enrichment,raise_trial_to_paid,79,58,65,35,89,66.45,P2
C09291,premium_feature_polish,governance,Premium Feature Polish: Auto Enrichment for lead capture form,Build a governance upgrade targeting founder on lead capture form using auto enrichment to raise trial to paid.,founder,lead_capture_form,auto_enrichment,raise_trial_to_paid,79,66,48,52,45,65.25,P3
C09292,premium_feature_polish,qa_guardrail,Premium Feature Polish: Auto Enrichment for lead capture form,Build a qa_guardrail upgrade targeting founder on lead capture form using auto enrichment to raise trial to paid.,founder,lead_capture_form,auto_enrichment,raise_trial_to_paid,76,42,33,67,61,63.45,P3
C09293,premium_feature_polish,optimization,Premium Feature Polish: Auto Enrichment for lead capture form,Build a optimization upgrade targeting founder on lead capture form using auto enrichment to reduce cac.,founder,lead_capture_form,auto_enrichment,reduce_cac,73,68,52,48,75,67.05,P2
C09294,premium_feature_polish,governance,Premium Feature Polish: Auto Enrichment for lead capture form,Build a governance upgrade targeting founder on lead capture form using auto enrichment to reduce churn risk.,founder,lead_capture_form,auto_enrichment,reduce_churn_risk,76,56,57,43,62,62.3,P3
C09295,premium_feature_polish,integration,Premium Feature Polish: Auto Enrichment for lead capture form,Build a integration upgrade targeting founder on lead capture form using auto enrichment to improve data quality.,founder,lead_capture_form,auto_enrichment,improve_data_quality,55,53,61,39,79,54.9,P3
C09296,premium_feature_polish,workflow,Premium Feature Polish: Auto Enrichment for lead capture form,Build a workflow upgrade targeting founder on lead capture form using auto enrichment to higher arpu.,founder,lead_capture_form,auto_enrichment,higher_arpu,96,70,88,12,61,67.45,P2
C09297,premium_feature_polish,qa_guardrail,Premium Feature Polish: Auto Enrichment for lead capture form,Build a qa_guardrail upgrade targeting founder on lead capture form using auto enrichment to better upgrade conversion.,founder,lead_capture_form,auto_enrichment,better_upgrade_conversion,100,62,63,37,63,72.35,P2
C09298,premium_feature_polish,automation,Premium Feature Polish: Scoring Rules for lead capture form,Build a automation upgrade targeting founder on lead capture form using scoring rules to increase demo bookings.,founder,lead_capture_form,scoring_rules,increase_demo_bookings,87,62,48,52,59,69.55,P2
C09299,premium_feature_polish,integration,Premium Feature Polish: Scoring Rules for lead capture form,Build a integration upgrade targeting founder on lead capture form using scoring rules to improve mql to sql.,founder,lead_capture_form,scoring_rules,improve_mql_to_sql,66,56,43,57,63,61.25,P3
C09300,premium_feature_polish,analytics,Premium Feature Polish: Scoring Rules for lead capture form,Build a analytics upgrade targeting founder on lead capture form using scoring rules to raise trial to paid.,founder,lead_capture_form,scoring_rules,raise_trial_to_paid,87,74,56,44,77,73.65,P2
C09301,premium_feature_polish,governance,Premium Feature Polish: Scoring Rules for lead capture form,Build a governance upgrade targeting founder on lead capture form using scoring rules to improve ad ctr.,founder,lead_capture_form,scoring_rules,improve_ad_ctr,92,68,58,42,72,73.0,P2
C09302,premium_feature_polish,qa_guardrail,Premium Feature Polish: Scoring Rules for lead capture form,Build a qa_guardrail upgrade targeting founder on lead capture form using scoring rules to improve ad ctr.,founder,lead_capture_form,scoring_rules,improve_ad_ctr,73,79,68,32,74,66.45,P2
C09303,premium_feature_polish,feature,Premium Feature Polish: Scoring Rules for lead capture form,Build a feature upgrade targeting founder on lead capture form using scoring rules to lower cpc.,founder,lead_capture_form,scoring_rules,lower_cpc,68,68,58,42,60,61.6,P3
C09304,premium_feature_polish,governance,Premium Feature Polish: Scoring Rules for lead capture form,Build a governance upgrade targeting founder on lead capture form using scoring rules to lower cpc.,founder,lead_capture_form,scoring_rules,lower_cpc,81,41,46,54,76,64.85,P3
C09305,premium_feature_polish,governance,Premium Feature Polish: Scoring Rules for lead capture form,Build a governance upgrade targeting founder on lead capture form using scoring rules to reduce churn risk.,founder,lead_capture_form,scoring_rules,reduce_churn_risk,80,51,53,47,74,65.25,P3
C09306,premium_feature_polish,optimization,Premium Feature Polish: Scoring Rules for lead capture form,Build a optimization upgrade targeting founder on lead capture form using scoring rules to improve data quality.,founder,lead_capture_form,scoring_rules,improve_data_quality,84,69,41,59,61,71.8,P2
C09307,premium_feature_polish,automation,Premium Feature Polish: Scoring Rules for lead capture form,Build a automation upgrade targeting founder on lead capture form using scoring rules to faster experiment cycles.,founder,lead_capture_form,scoring_rules,faster_experiment_cycles,81,62,75,25,57,61.45,P3
C09308,premium_feature_polish,playbook,Premium Feature Polish: Scoring Rules for lead capture form,Build a playbook upgrade targeting founder on lead capture form using scoring rules to faster experiment cycles.,founder,lead_capture_form,scoring_rules,faster_experiment_cycles,89,74,22,78,67,79.75,P1
C09309,premium_feature_polish,workflow,Premium Feature Polish: Scoring Rules for lead capture form,Build a workflow upgrade targeting founder on lead capture form using scoring rules to higher arpu.,founder,lead_capture_form,scoring_rules,higher_arpu,89,70,30,70,84,79.7,P1
C09310,premium_feature_polish,automation,Premium Feature Polish: Channel Orchestration for lead capture form,Build a automation upgrade targeting founder on lead capture form using channel orchestration to improve mql to sql.,founder,lead_capture_form,channel_orchestration,improve_mql_to_sql,100,80,59,41,54,76.3,P2
C09311,premium_feature_polish,governance,Premium Feature Polish: Channel Orchestration for lead capture form,Build a governance upgrade targeting founder on lead capture form using channel orchestration to improve mql to sql.,founder,lead_capture_form,channel_orchestration,improve_mql_to_sql,89,61,64,36,59,66.9,P2
C09312,premium_feature_polish,qa_guardrail,Premium Feature Polish: Channel Orchestration for lead capture form,Build a qa_guardrail upgrade targeting founder on lead capture form using channel orchestration to improve mql to sql.,founder,lead_capture_form,channel_orchestration,improve_mql_to_sql,86,73,54,46,95,76.1,P2
C09313,premium_feature_polish,integration,Premium Feature Polish: Channel Orchestration for lead capture form,Build a integration upgrade targeting founder on lead capture form using channel orchestration to raise trial to paid.,founder,lead_capture_form,channel_orchestration,raise_trial_to_paid,74,54,43,57,55,62.75,P3
C09314,premium_feature_polish,governance,Premium Feature Polish: Channel Orchestration for lead capture form,Build a governance upgrade targeting founder on lead capture form using channel orchestration to reduce cac.,founder,lead_capture_form,channel_orchestration,reduce_cac,85,47,47,53,97,70.9,P2
C09315,premium_feature_polish,feature,Premium Feature Polish: Channel Orchestration for lead capture form,Build a feature upgrade targeting founder on lead capture form using channel orchestration to improve ad ctr.,founder,lead_capture_form,channel_orchestration,improve_ad_ctr,79,87,71,29,49,66.5,P2
C09316,premium_feature_polish,feature,Premium Feature Polish: Channel Orchestration for lead capture form,Build a feature upgrade targeting founder on lead capture form using channel orchestration to increase pipeline velocity.,founder,lead_capture_form,channel_orchestration,increase_pipeline_velocity,86,74,55,45,54,70.0,P2
C09317,premium_feature_polish,governance,Premium Feature Polish: Channel Orchestration for lead capture form,Build a governance upgrade targeting founder on lead capture form using channel orchestration to increase pipeline velocity.,founder,lead_capture_form,channel_orchestration,increase_pipeline_velocity,96,73,41,59,67,78.5,P1
C09318,premium_feature_polish,integration,Premium Feature Polish: Channel Orchestration for lead capture form,Build a integration upgrade targeting founder on lead capture form using channel orchestration to reduce churn risk.,founder,lead_capture_form,channel_orchestration,reduce_churn_risk,88,69,48,52,64,72.45,P2
C09319,premium_feature_polish,qa_guardrail,Premium Feature Polish: Channel Orchestration for lead capture form,Build a qa_guardrail upgrade targeting founder on lead capture form using channel orchestration to improve data quality.,founder,lead_capture_form,channel_orchestration,improve_data_quality,80,81,53,47,72,72.45,P2
C09320,premium_feature_polish,analytics,Premium Feature Polish: Channel Orchestration for lead capture form,Build a analytics upgrade targeting founder on lead capture form using channel orchestration to faster experiment cycles.,founder,lead_capture_form,channel_orchestration,faster_experiment_cycles,98,54,56,44,65,71.25,P2
C09321,premium_feature_polish,playbook,Premium Feature Polish: Channel Orchestration for lead capture form,Build a playbook upgrade targeting founder on lead capture form using channel orchestration to higher arpu.,founder,lead_capture_form,channel_orchestration,higher_arpu,83,58,51,49,58,66.2,P2
C09322,premium_feature_polish,analytics,Premium Feature Polish: Channel Orchestration for lead capture form,Build a analytics upgrade targeting founder on lead capture form using channel orchestration to better upgrade conversion.,founder,lead_capture_form,channel_orchestration,better_upgrade_conversion,79,90,54,46,85,76.05,P2
C09323,premium_feature_polish,workflow,Premium Feature Polish: Cohort Breakdown for lead capture form,Build a workflow upgrade targeting founder on lead capture form using cohort breakdown to improve mql to sql.,founder,lead_capture_form,cohort_breakdown,improve_mql_to_sql,74,71,50,50,73,68.3,P2
C09324,premium_feature_polish,automation,Premium Feature Polish: Cohort Breakdown for lead capture form,Build a automation upgrade targeting founder on lead capture form using cohort breakdown to raise trial to paid.,founder,lead_capture_form,cohort_breakdown,raise_trial_to_paid,75,79,66,34,70,67.05,P2
C09325,premium_feature_polish,integration,Premium Feature Polish: Cohort Breakdown for lead capture form,Build a integration upgrade targeting founder on lead capture form using cohort breakdown to reduce cac.,founder,lead_capture_form,cohort_breakdown,reduce_cac,85,55,61,39,70,66.05,P2
C09326,premium_feature_polish,optimization,Premium Feature Polish: Cohort Breakdown for lead capture form,Build a optimization upgrade targeting founder on lead capture form using cohort breakdown to lower cpc.,founder,lead_capture_form,cohort_breakdown,lower_cpc,52,62,66,34,58,51.8,P3
C09327,premium_feature_polish,analytics,Premium Feature Polish: Cohort Breakdown for lead capture form,Build a analytics upgrade targeting founder on lead capture form using cohort breakdown to improve data quality.,founder,lead_capture_form,cohort_breakdown,improve_data_quality,81,69,51,49,58,68.15,P2
C09328,premium_feature_polish,feature,Premium Feature Polish: Cohort Breakdown for lead capture form,Build a feature upgrade targeting founder on lead capture form using cohort breakdown to faster experiment cycles.,founder,lead_capture_form,cohort_breakdown,faster_experiment_cycles,100,93,52,48,71,83.5,P1
C09329,premium_feature_polish,playbook,Premium Feature Polish: Cohort Breakdown for lead capture form,Build a playbook upgrade targeting founder on lead capture form using cohort breakdown to faster experiment cycles.,founder,lead_capture_form,cohort_breakdown,faster_experiment_cycles,79,68,42,58,74,71.3,P2
C09330,premium_feature_polish,automation,Premium Feature Polish: Anomaly Alerting for lead capture form,Build a automation upgrade targeting founder on lead capture form using anomaly alerting to improve mql to sql.,founder,lead_capture_form,anomaly_alerting,improve_mql_to_sql,71,56,52,48,88,65.2,P3
C09331,premium_feature_polish,playbook,Premium Feature Polish: Anomaly Alerting for lead capture form,Build a playbook upgrade targeting founder on lead capture form using anomaly alerting to improve mql to sql.,founder,lead_capture_form,anomaly_alerting,improve_mql_to_sql,96,59,41,59,71,75.6,P2
C09332,premium_feature_polish,workflow,Premium Feature Polish: Anomaly Alerting for lead capture form,Build a workflow upgrade targeting founder on lead capture form using anomaly alerting to raise trial to paid.,founder,lead_capture_form,anomaly_alerting,raise_trial_to_paid,85,75,49,51,82,75.25,P2
C09333,premium_feature_polish,optimization,Premium Feature Polish: Anomaly Alerting for lead capture form,Build a optimization upgrade targeting founder on lead capture form using anomaly alerting to reduce cac.,founder,lead_capture_form,anomaly_alerting,reduce_cac,87,85,22,78,68,81.85,P1
C09334,premium_feature_polish,assistive_ai,Premium Feature Polish: Anomaly Alerting for lead capture form,Build a assistive_ai upgrade targeting founder on lead capture form using anomaly alerting to reduce cac.,founder,lead_capture_form,anomaly_alerting,reduce_cac,79,58,50,50,70,66.6,P2
C09335,premium_feature_polish,feature,Premium Feature Polish: Anomaly Alerting for lead capture form,Build a feature upgrade targeting founder on lead capture form using anomaly alerting to lower cpc.,founder,lead_capture_form,anomaly_alerting,lower_cpc,80,76,43,57,72,73.2,P2
C09336,premium_feature_polish,qa_guardrail,Premium Feature Polish: Anomaly Alerting for lead capture form,Build a qa_guardrail upgrade targeting founder on lead capture form using anomaly alerting to reduce churn risk.,founder,lead_capture_form,anomaly_alerting,reduce_churn_risk,91,61,49,51,88,75.05,P2
C09337,premium_feature_polish,optimization,Premium Feature Polish: Anomaly Alerting for lead capture form,Build a optimization upgrade targeting founder on lead capture form using anomaly alerting to faster experiment cycles.,founder,lead_capture_form,anomaly_alerting,faster_experiment_cycles,73,81,49,51,66,69.55,P2
C09338,premium_feature_polish,assistive_ai,Premium Feature Polish: Anomaly Alerting for lead capture form,Build a assistive_ai upgrade targeting founder on lead capture form using anomaly alerting to faster experiment cycles.,founder,lead_capture_form,anomaly_alerting,faster_experiment_cycles,73,60,27,73,85,71.55,P2
C09339,premium_feature_polish,analytics,Premium Feature Polish: Anomaly Alerting for lead capture form,Build a analytics upgrade targeting founder on lead capture form using anomaly alerting to higher arpu.,founder,lead_capture_form,anomaly_alerting,higher_arpu,72,57,51,49,82,65.15,P3
C09340,premium_feature_polish,optimization,Premium Feature Polish: Anomaly Alerting for lead capture form,Build a optimization upgrade targeting founder on lead capture form using anomaly alerting to better upgrade conversion.,founder,lead_capture_form,anomaly_alerting,better_upgrade_conversion,90,66,49,51,61,71.85,P2
C09341,premium_feature_polish,assistive_ai,Premium Feature Polish: Anomaly Alerting for lead capture form,Build a assistive_ai upgrade targeting founder on lead capture form using anomaly alerting to better upgrade conversion.,founder,lead_capture_form,anomaly_alerting,better_upgrade_conversion,91,74,39,61,85,79.85,P1
C09342,premium_feature_polish,feature,Premium Feature Polish: Drilldown Filters for lead capture form,Build a feature upgrade targeting founder on lead capture form using drilldown filters to improve mql to sql.,founder,lead_capture_form,drilldown_filters,improve_mql_to_sql,93,90,53,47,43,75.55,P2
C09343,premium_feature_polish,governance,Premium Feature Polish: Drilldown Filters for lead capture form,Build a governance upgrade targeting founder on lead capture form using drilldown filters to improve mql to sql.,founder,lead_capture_form,drilldown_filters,improve_mql_to_sql,72,73,72,28,40,58.65,P3
C09344,premium_feature_polish,qa_guardrail,Premium Feature Polish: Drilldown Filters for lead capture form,Build a qa_guardrail upgrade targeting founder on lead capture form using drilldown filters to improve mql to sql.,founder,lead_capture_form,drilldown_filters,improve_mql_to_sql,98,69,60,40,82,76.75,P2
C09345,premium_feature_polish,optimization,Premium Feature Polish: Drilldown Filters for lead capture form,Build a optimization upgrade targeting founder on lead capture form using drilldown filters to raise trial to paid.,founder,lead_capture_form,drilldown_filters,raise_trial_to_paid,94,57,59,41,73,71.0,P2
C09346,premium_feature_polish,assistive_ai,Premium Feature Polish: Drilldown Filters for lead capture form,Build a assistive_ai upgrade targeting founder on lead capture form using drilldown filters to raise trial to paid.,founder,lead_capture_form,drilldown_filters,raise_trial_to_paid,84,80,76,24,56,66.8,P2
C09347,premium_feature_polish,feature,Premium Feature Polish: Drilldown Filters for lead capture form,Build a feature upgrade targeting founder on lead capture form using drilldown filters to reduce cac.,founder,lead_capture_form,drilldown_filters,reduce_cac,82,74,55,45,67,70.35,P2
C09348,premium_feature_polish,analytics,Premium Feature Polish: Drilldown Filters for lead capture form,Build a analytics upgrade targeting founder on lead capture form using drilldown filters to reduce cac.,founder,lead_capture_form,drilldown_filters,reduce_cac,80,72,63,37,82,69.7,P2
C09349,premium_feature_polish,governance,Premium Feature Polish: Drilldown Filters for lead capture form,Build a governance upgrade targeting founder on lead capture form using drilldown filters to reduce cac.,founder,lead_capture_form,drilldown_filters,reduce_cac,81,77,42,58,50,70.75,P2
C09350,premium_feature_polish,feature,Premium Feature Polish: Drilldown Filters for lead capture form,Build a feature upgrade targeting founder on lead capture form using drilldown filters to increase pipeline velocity.,founder,lead_capture_form,drilldown_filters,increase_pipeline_velocity,67,45,59,41,67,56.3,P3
C09351,premium_feature_polish,workflow,Premium Feature Polish: Drilldown Filters for lead capture form,Build a workflow upgrade targeting founder on lead capture form using drilldown filters to improve data quality.,founder,lead_capture_form,drilldown_filters,improve_data_quality,72,74,61,39,60,64.1,P3
C09352,premium_feature_polish,analytics,Premium Feature Polish: Drilldown Filters for lead capture form,Build a analytics upgrade targeting founder on lead capture form using drilldown filters to faster experiment cycles.,founder,lead_capture_form,drilldown_filters,faster_experiment_cycles,67,75,78,22,50,57.45,P3
C09353,premium_feature_polish,playbook,Premium Feature Polish: Drilldown Filters for lead capture form,Build a playbook upgrade targeting founder on lead capture form using drilldown filters to better upgrade conversion.,founder,lead_capture_form,drilldown_filters,better_upgrade_conversion,83,84,45,55,43,71.65,P2
C09354,premium_feature_polish,automation,Premium Feature Polish: Taxonomy Validation for lead capture form,Build a automation upgrade targeting founder on lead capture form using taxonomy validation to increase demo bookings.,founder,lead_capture_form,taxonomy_validation,increase_demo_bookings,73,58,60,40,71,62.35,P3
C09355,premium_feature_polish,governance,Premium Feature Polish: Taxonomy Validation for lead capture form,Build a governance upgrade targeting founder on lead capture form using taxonomy validation to improve mql to sql.,founder,lead_capture_form,taxonomy_validation,improve_mql_to_sql,76,95,72,28,57,68.3,P2
C09356,premium_feature_polish,analytics,Premium Feature Polish: Taxonomy Validation for lead capture form,Build a analytics upgrade targeting founder on lead capture form using taxonomy validation to raise trial to paid.,founder,lead_capture_form,taxonomy_validation,raise_trial_to_paid,75,66,45,55,67,67.55,P2
C09357,premium_feature_polish,workflow,Premium Feature Polish: Taxonomy Validation for lead capture form,Build a workflow upgrade targeting founder on lead capture form using taxonomy validation to improve ad ctr.,founder,lead_capture_form,taxonomy_validation,improve_ad_ctr,89,74,58,42,64,72.1,P2
C09358,premium_feature_polish,automation,Premium Feature Polish: Taxonomy Validation for lead capture form,Build a automation upgrade targeting founder on lead capture form using taxonomy validation to increase pipeline velocity.,founder,lead_capture_form,taxonomy_validation,increase_pipeline_velocity,71,78,28,72,66,72.2,P2
C09359,premium_feature_polish,playbook,Premium Feature Polish: Taxonomy Validation for lead capture form,Build a playbook upgrade targeting founder on lead capture form using taxonomy validation to increase pipeline velocity.,founder,lead_capture_form,taxonomy_validation,increase_pipeline_velocity,81,81,71,29,70,68.95,P2
C09360,premium_feature_polish,assistive_ai,Premium Feature Polish: Taxonomy Validation for lead capture form,Build a assistive_ai upgrade targeting founder on lead capture form using taxonomy validation to increase pipeline velocity.,founder,lead_capture_form,taxonomy_validation,increase_pipeline_velocity,92,64,66,34,66,69.5,P2
C09361,premium_feature_polish,workflow,Premium Feature Polish: Taxonomy Validation for lead capture form,Build a workflow upgrade targeting founder on lead capture form using taxonomy validation to reduce churn risk.,founder,lead_capture_form,taxonomy_validation,reduce_churn_risk,95,88,36,64,67,82.85,P1
C09362,premium_feature_polish,analytics,Premium Feature Polish: Taxonomy Validation for lead capture form,Build a analytics upgrade targeting founder on lead capture form using taxonomy validation to reduce churn risk.,founder,lead_capture_form,taxonomy_validation,reduce_churn_risk,99,90,64,36,65,79.05,P1
C09363,premium_feature_polish,automation,Premium Feature Polish: Taxonomy Validation for lead capture form,Build a automation upgrade targeting founder on lead capture form using taxonomy validation to improve data quality.,founder,lead_capture_form,taxonomy_validation,improve_data_quality,88,28,80,20,88,59.4,P3
C09364,premium_feature_polish,feature,Premium Feature Polish: Taxonomy Validation for lead capture form,Build a feature upgrade targeting founder on lead capture form using taxonomy validation to higher arpu.,founder,lead_capture_form,taxonomy_validation,higher_arpu,65,76,81,19,59,57.65,P3
C09365,premium_feature_polish,governance,Premium Feature Polish: Taxonomy Validation for lead capture form,Build a governance upgrade targeting founder on lead capture form using taxonomy validation to better upgrade conversion.,founder,lead_capture_form,taxonomy_validation,better_upgrade_conversion,64,96,61,39,69,67.75,P2
C09366,premium_feature_polish,workflow,Premium Feature Polish: Naming Enforcement for lead capture form,Build a workflow upgrade targeting founder on lead capture form using naming enforcement to improve mql to sql.,founder,lead_capture_form,naming_enforcement,improve_mql_to_sql,79,73,76,24,50,62.15,P3
C09367,premium_feature_polish,workflow,Premium Feature Polish: Naming Enforcement for lead capture form,Build a workflow upgrade targeting founder on lead capture form using naming enforcement to reduce cac.,founder,lead_capture_form,naming_enforcement,reduce_cac,91,58,48,52,57,69.85,P2
C09368,premium_feature_polish,integration,Premium Feature Polish: Naming Enforcement for lead capture form,Build a integration upgrade targeting founder on lead capture form using naming enforcement to improve ad ctr.,founder,lead_capture_form,naming_enforcement,improve_ad_ctr,74,42,75,25,72,55.9,P3
C09369,premium_feature_polish,optimization,Premium Feature Polish: Naming Enforcement for lead capture form,Build a optimization upgrade targeting founder on lead capture form using naming enforcement to lower cpc.,founder,lead_capture_form,naming_enforcement,lower_cpc,67,56,72,28,91,60.05,P3
C09370,premium_feature_polish,assistive_ai,Premium Feature Polish: Naming Enforcement for lead capture form,Build a assistive_ai upgrade targeting founder on lead capture form using naming enforcement to lower cpc.,founder,lead_capture_form,naming_enforcement,lower_cpc,68,65,27,73,88,71.25,P2
